"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"3248",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,1,1,1,"BLBW","M","S",1,1,1
"3249",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,2,1,1,"BLBW","M","S",1,1,1
"3250",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,3,1,1,"BTNW","M","S",1,1,1
"3251",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,5,1,1,"BLBW","M","S",1,1,1
"3252",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,8,1,3,"BTNW","M","S",1,1,1
"3253",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,9,2,4,"BTNW","M","S",1,0,1
"3254",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,10,2,4,"BLBW","M","S",1,0,1
"3255",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,11,2,4,"BLBW","M","S",1,0,1
"3256",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,12,2,4,"BTNW","M","S",1,0,1
"3259",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,17,2,5,"BLBW","M","S",1,0,0
"3260",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,19,2,5,"REVI","M","S",1,1,0
"3261",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,20,3,7,"BLBW","M","S",1,0,1
"3263",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,24,3,7,"BLBW","M","S",1,0,1
"3265",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,26,3,8,"BLBW","M","S",1,0,1
"3266",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,27,3,8,"BTNW","M","S",1,0,1
"3267",780,130,0,"5/27/2015","8:07:00 AM","CH",0,0,28,3,8,"BTNW","M","S",1,0,1
"3268",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,1,1,1,"BLBW","M","S",1,1,0
"3269",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,2,1,1,"OVEN","M","S",1,1,1
"3270",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,3,1,1,"BLBW","M","S",1,1,0
"3271",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,6,1,1,"BTNW","M","S",1,1,0
"3272",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,8,1,2,"REVI","M","S",1,1,0
"3274",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,10,2,3,"OVEN","M","S",1,0,1
"3276",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,13,2,4,"BTNW","M","S",1,0,0
"3277",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,14,2,4,"BLBW","M","S",1,0,0
"3279",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,18,2,6,"BTBW","M","S",1,0,0
"3280",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,19,3,6,"BTNW","M","S",1,1,0
"3283",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,23,3,8,"OVEN","M","S",1,0,0
"3284",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,24,3,8,"BLBW","M","S",1,0,0
"3286",775,174,0,"5/27/2015","7:28:00 AM","AJS",2,1,27,3,9,"BTBW","M","S",1,0,0
"3288",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,2,1,1,"REVI","M","S",1,1,1
"3289",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,3,1,1,"OVEN","M","S",1,1,1
"3290",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,4,1,1,"BTNW","M","S",1,1,0
"3293",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,8,2,4,"OVEN","M","S",1,0,1
"3295",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,10,2,4,"REVI","M","S",1,0,1
"3300",780,146,0,"5/27/2015","7:59:00 AM","DJW",1,1,17,3,7,"REVI","M","S",1,0,1
"3305",775,159,0,"5/27/2015","6:20:00 AM","JDW",2,0,2,1,1,"BTNW","M","S",1,1,1
"3310",775,159,0,"5/27/2015","6:20:00 AM","JDW",2,0,13,2,6,"BTNW","M","S",1,0,1
"3312",775,159,0,"5/27/2015","6:20:00 AM","JDW",2,0,17,3,9,"BTNW","M","S",1,0,0
"3314",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,2,1,1,"REVI","M","S",1,1,1
"3316",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,4,1,1,"BLBW","M","S",1,1,1
"3319",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,8,1,2,"OVEN","M","S",1,1,0
"3320",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,9,1,2,"BLBW","M","S",1,1,1
"3321",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,10,2,4,"BTBW","M","S",1,0,0
"3324",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,15,2,4,"BLBW","M","S",1,0,0
"3326",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,20,3,7,"OVEN","M","S",1,0,0
"3329",780,147,0,"5/27/2015","8:14:00 AM","DJW",1,0,24,3,10,"BLBW","M","S",1,0,0
"3330",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,1,1,1,"OVEN","M","S",1,1,1
"3331",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,2,1,1,"OVEN","M","S",1,1,1
"3332",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,3,1,1,"REVI","M","S",1,1,0
"3333",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,4,1,1,"BTNW","M","S",1,1,0
"3334",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,6,1,1,"BLBW","M","S",1,1,1
"3337",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,9,1,2,"BTNW","M","S",1,1,0
"3338",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,10,1,2,"BLBW","M","S",1,1,1
"3340",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,12,2,4,"REVI","M","S",1,0,0
"3342",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,16,2,4,"BLBW","M","S",1,0,0
"3343",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,17,2,5,"BTNW","M","S",1,0,1
"3344",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,18,2,5,"BTNW","M","S",1,0,1
"3345",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,19,2,5,"BTBW","M","S",1,1,0
"3347",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,22,2,6,"OVEN","M","S",1,0,0
"3348",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,25,3,7,"OVEN","M","S",1,0,1
"3350",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,27,3,8,"REVI","M","S",1,0,0
"3353",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,30,3,8,"BTNW","M","S",1,0,1
"3354",780,129,0,"5/27/2015","7:45:00 AM","CH",1,0,32,3,9,"BLBW","M","S",1,0,0
"3355",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,1,1,1,"OVEN","M","S",1,1,1
"3356",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,2,1,1,"OVEN","M","S",1,1,1
"3357",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,4,1,1,"REVI","M","S",1,1,0
"3358",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,6,1,1,"BTBW","M","S",1,1,1
"3361",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,9,1,3,"BTNW","M","S",1,1,0
"3362",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,10,2,3,"OVEN","M","S",1,0,1
"3363",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,11,2,3,"BTNW","M","S",1,0,0
"3364",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,12,2,3,"BTBW","M","S",1,0,0
"3366",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,18,2,6,"REVI","M","S",1,0,1
"3367",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,19,2,6,"REVI","M","S",1,0,1
"3368",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,21,3,6,"BTNW","M","S",1,0,0
"3369",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,22,3,7,"REVI","M","S",1,0,1
"3370",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,23,3,7,"REVI","M","S",1,0,1
"3371",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,24,3,7,"OVEN","M","S",1,0,1
"3374",775,175,0,"5/27/2015","7:45:00 AM","AJS",1,1,28,3,8,"BTBW","M","S",1,0,0
"3377",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,4,1,2,"BTNW","M","S",1,1,1
"3378",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,5,1,2,"BTBW","M","S",1,1,0
"3381",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,8,2,3,"BTNW","M","S",1,0,0
"3386",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,14,3,7,"OVEN","M","S",1,1,1
"3387",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,15,3,8,"BTBW","M","S",1,0,0
"3388",775,160,0,"5/27/2015","6:42:00 AM","JDW",2,0,16,3,8,"BTNW","M","S",1,0,0
"3390",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,1,1,1,"BLBW","M","S",1,1,0
"3392",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,3,1,1,"REVI","M","S",1,1,1
"3393",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,6,1,1,"BTNW","M","S",1,1,0
"3395",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,11,2,4,"BLBW","M","S",1,0,0
"3396",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,12,2,4,"BTNW","M","S",1,0,1
"3398",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,14,2,4,"OVEN","M","S",1,0,0
"3399",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,15,2,4,"REVI","M","S",1,0,1
"3401",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,17,2,6,"BLBW","F","V",1,1,0
"3402",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,18,2,6,"OVEN","U","C",1,1,0
"3404",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,21,3,7,"BTNW","M","S",1,0,1
"3406",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,23,3,7,"OVEN","M","S",1,0,1
"3409",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,26,3,8,"BLBW","F","V",1,0,0
"3410",780,148,0,"5/27/2015","8:33:00 AM","DJW",0,0,27,3,8,"OVEN","U","V",1,0,0
"3411",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,1,1,1,"OVEN","M","S",1,1,1
"3414",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,4,1,2,"OVEN","M","S",1,1,1
"3416",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,6,1,2,"BTNW","M","S",1,1,0
"3420",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,10,2,3,"OVEN","M","S",1,0,1
"3421",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,11,2,3,"OVEN","M","S",1,0,1
"3423",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,13,3,7,"OVEN","M","S",1,0,1
"3424",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,14,3,7,"OVEN","M","S",1,0,1
"3428",775,161,0,"5/27/2015","6:56:00 AM","JDW",2,0,18,3,9,"BTNW","M","S",1,0,0
"3436",780,128,0,"5/27/2015","7:24:00 AM","CH",2,0,18,2,5,"BLBW","M","S",1,1,0
"3438",780,128,0,"5/27/2015","7:24:00 AM","CH",2,0,27,3,8,"BLBW","M","S",1,0,0
"3440",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,1,1,1,"BTNW","M","S",1,1,1
"3442",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,4,1,1,"OVEN","M","S",1,1,1
"3443",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,5,1,1,"BLBW","M","S",1,1,0
"3444",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,6,1,1,"BTBW","M","S",1,1,0
"3445",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,7,1,2,"REVI","M","S",1,1,0
"3451",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,15,2,4,"BTNW","M","S",1,0,0
"3454",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,18,2,4,"OVEN","M","S",1,0,1
"3456",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,22,3,7,"BTNW","M","S",1,0,0
"3458",780,149,0,"5/27/2015","8:49:00 AM","DJW",0,1,26,3,7,"BLBW","M","S",1,0,0
"3461",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,1,1,1,"OVEN","M","S",1,1,1
"3463",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,4,1,1,"BLBW","M","S",1,1,0
"3465",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,6,1,2,"BTNW","M","S",1,1,0
"3466",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,8,2,3,"BTNW","M","S",1,0,0
"3467",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,9,2,3,"OVEN","M","S",1,0,1
"3469",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,11,2,4,"REVI","M","S",1,0,1
"3470",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,12,2,5,"REVI","M","S",1,1,1
"3472",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,15,2,6,"BLBW","M","S",1,0,0
"3473",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,16,3,7,"BLBW","M","S",1,0,0
"3475",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,18,3,7,"OVEN","M","S",1,0,1
"3476",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,19,3,7,"BTNW","M","S",1,0,0
"3477",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,20,3,8,"REVI","M","S",1,0,1
"3479",775,162,0,"5/27/2015","7:08:00 AM","JDW",2,0,22,3,9,"REVI","M","S",1,0,1
"3483",775,176,0,"5/27/2015","8:09:00 AM","AJS",1,1,14,3,7,"BTNW","M","S",1,0,0
"3492",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,2,1,1,"BTBW","M","S",1,1,1
"3493",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,3,1,1,"BTBW","M","S",1,1,1
"3498",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,11,1,3,"BLBW","M","S",1,1,0
"3502",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,18,2,4,"BLBW","M","S",1,0,0
"3503",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,21,2,5,"BTBW","M","S",1,0,0
"3506",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,29,3,7,"BTBW","M","S",1,0,0
"3507",780,127,0,"5/27/2015","6:57:00 AM","CH",2,0,31,3,7,"BLBW","M","S",1,0,0
"3510",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,2,1,1,"BLBW","M","S",1,1,1
"3511",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,3,1,1,"BTNW","M","S",1,1,1
"3514",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,7,2,3,"BTNW","M","S",1,0,1
"3517",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,11,2,4,"BLBW","M","S",1,0,0
"3518",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,12,2,4,"BTNW","M","S",1,0,1
"3521",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,15,3,7,"BTNW","M","S",1,0,1
"3524",775,163,0,"5/27/2015","7:26:00 AM","JDW",2,0,19,3,9,"BTBW","M","S",1,0,0
"3525",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,2,1,1,"REVI","M","S",1,1,1
"3526",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,4,1,1,"OVEN","M","S",1,1,0
"3528",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,7,1,1,"BTBW","M","S",1,1,1
"3529",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,8,1,1,"BTBW","M","S",1,1,1
"3531",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,11,2,3,"BTBW","M","S",1,0,1
"3532",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,13,2,3,"OVEN","M","S",1,0,1
"3533",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,15,2,4,"BTBW","M","S",1,0,1
"3535",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,17,2,5,"REVI","M","S",1,0,1
"3537",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,20,3,6,"REVI","M","S",1,0,1
"3539",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,25,3,8,"BTBW","M","S",1,0,0
"3541",775,177,0,"5/27/2015","8:25:00 AM","AJS",0,2,27,3,8,"OVEN","M","S",1,0,1
"3545",780,151,0,"5/27/2015","9:26:00 AM","DJW",1,0,16,3,7,"BTNW","M","S",1,0,0
"3547",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,1,1,1,"BLBW","M","S",1,1,0
"3548",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,3,1,1,"BTNW","M","S",1,1,1
"3549",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,8,2,3,"BTNW","M","S",1,0,0
"3550",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,10,2,3,"BLBW","M","S",1,0,0
"3552",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,16,3,8,"BTNW","M","S",1,0,1
"3553",775,164,0,"5/27/2015","7:41:00 AM","JDW",1,0,19,3,8,"BLBW","M","S",1,0,0
"3554",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,1,1,1,"BLBW","M","S",1,1,1
"3555",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,2,1,1,"BTNW","M","S",1,1,1
"3564",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,12,2,4,"BLBW","M","S",1,0,1
"3570",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,21,3,7,"BLBW","M","S",1,0,0
"3574",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,26,3,8,"BTNW","M","S",1,0,1
"3576",780,126,0,"5/27/2015","6:41:00 AM","CH",2,0,29,3,10,"BTBW","M","S",1,1,0
"3577",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,2,1,1,"BTNW","M","S",1,1,0
"3579",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,4,1,2,"BLBW","M","S",1,1,0
"3580",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,5,1,2,"BTBW","M","S",1,1,1
"3582",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,7,2,3,"BTNW","M","S",1,0,0
"3583",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,8,2,3,"BTBW","M","S",1,0,1
"3584",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,9,2,3,"BTBW","M","S",1,0,1
"3587",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,15,3,7,"BTBW","M","S",1,0,1
"3588",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,16,3,7,"BTBW","M","S",1,0,1
"3589",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,18,3,9,"BLBW","M","S",1,0,0
"3590",775,165,0,"5/27/2015","8:05:00 AM","JDW",1,0,19,3,9,"BTNW","M","S",1,0,0
"3591",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,1,1,1,"BTBW","M","S",1,1,0
"3592",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,2,1,1,"BTNW","M","S",1,1,0
"3593",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,3,1,1,"OVEN","M","S",1,1,1
"3594",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,4,1,1,"OVEN","M","S",1,1,1
"3596",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,7,1,2,"BLBW","M","S",1,1,0
"3597",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,9,2,3,"OVEN","M","S",1,0,1
"3598",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,10,2,3,"BTNW","M","S",1,0,0
"3599",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,11,2,4,"BLBW","M","S",1,0,0
"3601",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,13,2,4,"BTBW","M","S",1,0,0
"3602",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,15,2,6,"REVI","M","S",1,1,0
"3604",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,17,2,6,"BTNW","M","S",1,1,0
"3605",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,18,3,6,"REVI","M","S",1,0,1
"3606",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,20,3,7,"OVEN","M","S",1,0,1
"3607",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,21,3,7,"OVEN","M","S",1,0,1
"3608",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,23,3,8,"REVI","M","S",1,1,0
"3609",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,24,3,8,"BTNW","M","S",1,0,1
"3610",775,178,0,"5/27/2015","8:45:00 AM","AJS",0,1,25,3,9,"BTBW","M","S",1,0,0
"3612",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,2,1,1,"BTBW","M","S",1,1,0
"3613",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,3,1,1,"BTBW","M","S",1,1,1
"3614",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,4,1,1,"BTBW","M","S",1,1,1
"3615",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,8,2,3,"BTBW","M","S",1,0,1
"3616",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,9,2,3,"BTBW","M","S",1,0,1
"3617",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,10,2,4,"REVI","M","S",1,1,0
"3619",775,166,0,"5/27/2015","8:19:00 AM","JDW",1,0,15,3,7,"BTBW","M","S",1,0,0
"3620",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,1,1,1,"BLBW","M","S",1,1,0
"3621",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,3,1,1,"REVI","M","S",1,1,1
"3624",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,6,1,1,"BTNW","M","V",1,1,0
"3625",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,7,1,1,"BTNW","M","V",1,1,0
"3626",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,8,1,1,"BTNW","M","V",1,1,0
"3627",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,9,1,2,"BTBW","M","S",1,1,0
"3628",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,14,2,4,"BTNW","M","S",1,0,0
"3629",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,15,2,4,"BTNW","M","S",1,0,0
"3630",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,16,2,4,"BLBW","M","S",1,0,0
"3631",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,17,2,4,"BTBW","M","S",1,0,0
"3632",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,19,2,5,"REVI","M","S",1,0,1
"3636",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,25,2,7,"OVEN","M","S",1,1,1
"3637",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,26,3,7,"OVEN","M","S",1,0,1
"3640",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,30,3,8,"BTNW","M","S",1,0,1
"3641",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,31,3,8,"BLBW","M","S",1,0,1
"3643",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,33,3,8,"BLBW","M","S",1,1,1
"3644",780,125,0,"5/27/2015","6:19:00 AM","CH",2,1,34,3,8,"BTNW","M","S",1,0,1
"3646",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,2,1,1,"BLBW","M","S",1,1,0
"3647",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,3,1,1,"BLBW","M","S",1,1,0
"3648",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,5,1,2,"BTNW","M","S",1,1,0
"3649",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,6,2,3,"BLBW","M","S",1,0,0
"3650",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,8,2,3,"BTNW","M","S",1,0,0
"3651",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,11,3,7,"BLBW","M","S",1,0,0
"3652",775,167,0,"5/27/2015","8:41:00 AM","JDW",0,0,13,3,7,"BTNW","M","S",1,0,0
"3653",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,1,1,1,"BTBW","M","S",1,1,1
"3654",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,2,1,1,"BLBW","M","S",1,1,0
"3655",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,4,1,1,"BTBW","M","S",1,1,1
"3657",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,7,1,1,"OVEN","M","S",1,1,1
"3659",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,10,2,4,"OVEN","M","S",1,0,1
"3660",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,11,2,4,"BTBW","M","S",1,0,1
"3661",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,12,2,5,"BLBW","M","S",1,0,0
"3662",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,13,2,5,"BTBW","M","S",1,0,1
"3663",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,16,3,6,"BTBW","M","S",1,0,0
"3664",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,17,3,6,"BTBW","M","S",1,0,0
"3666",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,19,3,7,"OVEN","M","S",1,0,1
"3667",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,20,3,7,"BLBW","M","S",1,0,0
"3668",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,21,3,7,"REVI","M","S",1,0,0
"3669",775,179,0,"5/27/2015","9:00:00 AM","AJS",1,0,23,3,8,"BTNW","M","S",1,1,0
"3671",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,3,1,1,"BTNW","M","S",1,1,1
"3672",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,4,1,1,"BTNW","M","S",1,1,0
"3673",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,6,1,3,"BTNW","M","S",1,1,0
"3674",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,7,1,3,"REVI","M","S",1,1,0
"3675",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,8,1,4,"BTBW","M","S",1,1,0
"3676",780,124,0,"5/27/2015","6:02:00 AM","CH",2,1,9,2,4,"BTBW","M","S",1,0,0
